"contig_id_orf","contig","length_orf","l1","l2","l3","l4","l5","l6","l7","l8","l9","l10","l11","l12","p1","p2","p3","s1","s2","s3","rh1","rh2","rh3","r1","r2","r3"
"mc1","TRINITY_DN100000_c0_g1_i1_1_76_1308",1233,12.1621226409132,13.1165771067785,13.772720990076,10.6041990537678,12.7346035917133,11.2586826321483,11.0422410464439,15.1926675517046,12.7554618174889,13.1299673134595,16.4930458765024,16.5528920302104,17.8980828830114,14.0945089290502,11.1742496036843,15.7653740259047,16.8744733014195,15.6208161706035,18.8040393757498,15.8731313931987,16.4436664402309,22.43890214399,21.573590915785,19.3645803120643
"mc2","TRINITY_DN100000_c0_g1_i2_1_55_1236",1182,13.0833494113821,13.5752069005091,14.7895335504809,10.7627746741356,13.9668920150824,12.1706737185395,10.8655617225677,14.8229689836869,12.0386030133878,13.357706338627,16.3444410215238,16.4910535297839,19.263768826997,15.2277421977293,11.1603707970699,16.2951887729836,16.4669106991665,16.5514219702871,19.0445632054896,15.5694746255055,15.7647884802129,22.6600437165831,21.2153945048224,19.0494688320135
"mc3","TRINITY_DN100001_c8_g1_i2_1_209_667",459,0.72925892936148,3.31620957532393,1.08815615665537,0.769886205811441,1.91824155257254,1.7073176224273,0.764497181808581,1.32005419665992,1.51510454161316,1.24631436426519,1.56370054330854,1.37393744709887,4.23190684016549,3.92139243523225,4.15130132335455,3.48613812301659,4.02116243915864,3.96489451667008,3.74168975232784,6.84142647331967,5.07461328529728,2.40466958207653,2.90454495131795,2.41436440227359
"mc4","TRINITY_DN100001_c8_g1_i3_1_501_1",501,2.00437035076,1.5191019910915,3.19018715148783,1.12855175558468,1.7574308834946,2.12282819862967,1.12065215632779,2.2172167794198,2.98973185456967,2.74039900933041,3.10399239584898,2.28864920420389,4.41562734669963,4.21207587199632,4.97353051222717,6.15118982184963,5.35863127439323,6.05418025000521,8.32517967990139,8.01707335649423,8.55874829132951,4.11241696192249,3.92821691020846,3.51903140287836
"mc5","TRINITY_DN100001_c8_g1_i4_1_135_1037",903,27.0601095748783,28.16436961169,24.6689700391525,17.4536527947379,22.3449649292607,14.7532662323369,47.9530222324996,28.7966972385987,31.3386190351505,37.1869566010037,29.6077087091401,35.4269210536452,22.7658310662391,27.0121899115683,12.0115087102019,19.2297386386995,20.8733672128721,19.2300677160257,18.6795914011858,15.8510930295844,13.9525043922392,7.74127848847891,9.13959801957192,6.3593089556714
"mc6","TRINITY_DN100001_c8_g1_i5_1_501_1",501,2.00437035076,1.5191019910915,3.19018715148783,1.12855175558468,1.7574308834946,2.12282819862967,1.12065215632779,2.2172167794198,2.98973185456967,2.74039900933041,3.10399239584898,2.28864920420389,4.41562734669963,4.21207587199632,4.97353051222717,6.15118982184963,5.35863127439323,6.05418025000521,8.32517967990139,8.01707335649423,8.55874829132951,4.11241696192249,3.92821691020846,3.51903140287836
"mc7","TRINITY_DN100001_c8_g1_i7_1_501_1",501,2.00437035076,1.5191019910915,3.19018715148783,1.12855175558468,1.7574308834946,2.12282819862967,1.12065215632779,2.2172167794198,2.98973185456967,2.74039900933041,3.10399239584898,2.28864920420389,4.41562734669963,4.21207587199632,4.97353051222717,6.15118982184963,5.35863127439323,6.05418025000521,8.32517967990139,8.01707335649423,8.55874829132951,4.11241696192249,3.92821691020846,3.51903140287836
"mc8","TRINITY_DN100001_c8_g1_i8_1_135_1100",966,26.1962490190633,28.691134629365,23.8873931954476,16.9006758832259,22.4827441596545,14.1967171864879,48.1675960406712,29.4275746496089,32.8389679780268,36.8936145613025,29.720022748597,36.439986351034,22.3423653052216,26.3427872630241,12.5937351899855,19.5707319266242,20.901643610206,19.3103907632542,18.4137948436986,15.4977135155042,13.7549671086442,7.61727631589458,9.26645197201748,6.36173432140583
"mc9","TRINITY_DN100001_c8_g3_i1_1_92_832",741,60.9831707933659,53.6651991852901,56.8215760847176,44.7325704213859,35.9437306303394,26.4392303877912,74.1587027396649,82.5862247003471,71.7596165984466,84.148925720043,77.085055629395,69.9418609433711,12.3787558381359,13.485363654485,18.5935894215151,10.3172751737859,11.4729669592778,9.6192835591682,1.57274322007187,3.84359210679771,3.28626502594059,1.39023002558918,2.31322058875929,1.08766361000474
"mc10","TRINITY_DN100001_c8_g5_i2_1_946_1464",519,1.93485461605156,1.71081910172058,2.21342284119667,1.9064696564718,2.827465872289,2.69632118323057,5.94982084154378,5.05893602534986,5.1536459507962,3.19647215852292,4.49450922057901,5.74411262696723,11.3319701948362,10.4041568079283,10.5905252746762,12.9034129755585,18.3202723843959,14.9027321356342,17.7274524805789,18.2922398916962,19.583793992235,16.5880501690759,13.4554064218776,16.6937502917057
"mc11","TRINITY_DN100001_c8_g5_i2_2_1081_434",648,3.92584390306264,4.99158628785737,3.39142002157589,4.68989013706803,4.30272237139534,7.16971775370514,8.98921269609923,8.64910510103218,9.98900654518674,7.68041226978425,7.38414145451253,11.8554147897395,18.3186708127534,16.6659178497371,20.0180539775222,33.5648391195995,33.144126771247,30.5420780737242,37.1997458858666,34.4855625137684,39.8664695216158,34.0661524127508,26.5500765688925,32.3378504789372
"mc12","TRINITY_DN100002_c0_g1_i2_1_299_3421",3123,6.75247533152287,4.99581716282589,4.07823366492883,5.0918986810872,6.81335075949755,4.51676535270393,8.53945555242092,4.72100074367424,5.99525960270336,6.19134496000098,6.3584480305716,5.52562581881446,5.78787450882385,5.48519526168431,8.6122707680367,5.90176505167746,4.3519575677664,3.35073578390058,3.26030727081181,4.98079322965429,5.01744577907046,1.15451859473761,1.11805250287455,1.61294975787206
"mc13","TRINITY_DN100002_c0_g1_i2_2_3406_2933",474,7.20304737444004,5.21830763079058,3.68802292334778,4.47313630971458,8.20412486804362,4.25131350105316,6.9588597903614,4.68702787548237,5.07862452239853,4.1033717233592,6.56160417856683,7.25704589434272,8.99280203535168,8.24930198236658,10.3590530344955,4.75115026892134,5.19188061764787,3.67944720573893,2.71746138657987,3.69763291286869,6.14253032160193,1.55238162893548,1.74115126828554,1.70033488399475
"mc14","TRINITY_DN100002_c0_g1_i2_3_2897_2388",510,3.93799821855199,3.48202005409012,2.84008756887051,4.29596502842784,6.18632900704643,3.07317172036915,3.02740883996198,2.57410568348684,4.09078226235552,3.25288049073215,4.22199146693305,3.25997885175278,3.91451382715308,5.84152252420804,5.3168590026041,3.60234272711714,1.97402519740515,1.93288607687666,2.88644638036719,3.15023823655185,3.01016833514225,0.721400874622958,0.497921991654506,0.493847264101417
"mc15","TRINITY_DN100002_c0_g1_i2_4_2364_1726",639,2.2001022911159,1.58804402198611,1.40693993212624,3.31810111237044,3.1002565937704,2.18996978731872,1.86709593416349,0.79017328673305,1.3394640367891,1.07428787454972,1.31042510319518,0.897193467375704,1.35103129169603,1.65121284183893,2.40847438640993,1.20569096273344,1.75057007594614,0.949340940611145,0.671923159749014,1.02856690181911,1.15981878543606,0.115153191254369,0.0993506321376362,0.394150398578596
"mc16","TRINITY_DN100002_c0_g1_i3_1_299_3406",3108,9.26215153719919,6.91770600238602,5.57638016534653,6.59456582082117,9.11257316697465,6.24953115639051,11.2903541328873,6.87199063333601,8.14126823373942,8.87168910300202,8.85241668581521,8.00563306092132,6.59703624214988,6.629977704036,11.0118291823213,8.46633544161172,5.48869618647882,4.17203729245653,4.4798892301468,7.11954947195445,7.00041477753925,1.68094759781836,1.53197523976712,2.36627202606123
"mc17","TRINITY_DN100002_c0_g1_i3_2_3391_2918",474,7.20304737444004,5.21830763079058,3.68802292334778,4.47313630971458,8.20412486804362,4.25131350105316,6.9588597903614,4.68702787548237,5.07862452239853,4.1033717233592,6.56160417856683,7.25704589434272,8.99280203535168,8.24930198236658,10.3590530344955,4.75115026892134,5.19188061764787,3.67944720573893,2.71746138657987,3.69763291286869,6.14253032160193,1.55238162893548,1.74115126828554,1.70033488399475
"mc18","TRINITY_DN100002_c0_g1_i3_3_2349_1807",543,4.31511775329362,3.50400597392652,3.12739686570233,4.29519939573698,5.81036426076184,4.12343482606752,3.87739454641037,2.04571934896744,3.34958513619704,3.05519162112965,4.29585687933795,2.95627725935287,2.98103934873536,3.65767524536047,4.31890592416997,3.49255826688955,2.5750789100589,1.95506539012599,2.03327024031391,2.28633563627194,2.72973924086057,1.3551176650376,0.467661539123017,0.742135115113731
"mc19","TRINITY_DN100003_c0_g1_i2_1_1060_611",450,1.04138175112819,1.97314469731774,0.665951567873085,3.76936286365282,1.63050531968666,1.86585425879555,2.65127622651216,1.6830691007414,2.97193583162581,2.28823317279089,2.12663273889961,2.548029447347,2.1582724884844,2.48264707278842,1.30286995379127,1.18528696182564,1.98864760627482,0.674032067833913,0.9541308868436,2.27199000090709,1.41166515027361,2.61628050529926,1.97509056689621,1.79101941114114
